表章項目,時間軸（月次）,市区町村 コード,市区町村,/国籍07,総数,中国,韓国,韓国・朝鮮,フィリピン,ブラジル,ベトナム,ペルー,ネパール,米国,台湾,その他
人数【人】,2016年6月,26364,笠置町,,5,4,-,***,-,-,-,***,-,-,-,1
人数【人】,2016年6月,26365,和束町,,16,2,5,***,2,-,-,***,-,3,-,4
人数【人】,2016年6月,26366,精華町,,242,59,83,***,4,-,25,***,1,27,4,39
人数【人】,2016年6月,26367,南山城村,,18,1,6,***,-,-,-,***,-,1,-,10
人数【人】,2016年6月,26407,京丹波町,,155,39,47,***,21,1,22,***,-,1,1,23
人数【人】,2016年6月,26463,伊根町,,8,1,-,***,2,2,-,***,-,1,1,1
人数【人】,2016年6月,26465,与謝野町,,109,21,43,***,33,-,-,***,-,4,-,8
人数【人】,2016年6月,27100,大阪市,,125240,28884,67266,***,3363,964,6716,***,1041,1449,4121,11436
人数【人】,2016年6月,27102,都島区,,2872,872,1181,***,83,20,121,***,44,48,126,377
人数【人】,2016年6月,27103,福島区,,1309,306,614,***,64,6,22,***,6,49,54,188
人数【人】,2016年6月,27104,此花区,,1711,520,664,***,76,23,163,***,19,17,31,198
人数【人】,2016年6月,27106,西区,,3861,1378,1109,***,69,17,183,***,99,116,392,498
人数【人】,2016年6月,27107,港区,,2501,931,747,***,135,10,77,***,35,119,109,338
人数【人】,2016年6月,27108,大正区,,1305,287,530,***,78,40,184,***,21,3,53,109
人数【人】,2016年6月,27109,天王寺区,,4207,998,2471,***,58,12,77,***,9,75,197,310
人数【人】,2016年6月,27111,浪速区,,7354,2864,2127,***,227,63,608,***,57,139,582,687
人数【人】,2016年6月,27113,西淀川区,,3299,553,1453,***,194,247,188,***,57,16,51,540
人数【人】,2016年6月,27114,東淀川区,,6167,2220,2546,***,148,27,363,***,85,71,196,511
人数【人】,2016年6月,27115,東成区,,6840,852,5106,***,52,14,201,***,28,51,85,451
人数【人】,2016年6月,27116,生野区,,27862,1906,22697,***,118,21,1244,***,69,64,267,1476
人数【人】,2016年6月,27117,旭区,,2117,316,1081,***,46,49,240,***,30,27,35,293
人数【人】,2016年6月,27118,城東区,,5048,1412,2602,***,122,20,164,***,38,54,113,523
人数【人】,2016年6月,27119,阿倍野区,,2666,596,1153,***,34,5,348,***,14,75,164,277
人数【人】,2016年6月,27120,住吉区,,3935,958,1808,***,181,41,195,***,53,58,124,517
人数【人】,2016年6月,27121,東住吉区,,3197,774,1694,***,98,8,167,***,17,37,142,260
人数【人】,2016年6月,27122,西成区,,7682,1570,4061,***,247,40,913,***,36,32,203,580
人数【人】,2016年6月,27123,淀川区,,5802,1869,2374,***,227,24,261,***,57,95,257,638
人数【人】,2016年6月,27124,鶴見区,,1924,465,1131,***,49,5,42,***,21,20,38,153
人数【人】,2016年6月,27125,住之江区,,3147,927,1258,***,202,84,117,***,50,19,111,379
人数【人】,2016年6月,27126,平野区,,7893,2211,4191,***,241,36,578,***,19,34,78,505
人数【人】,2016年6月,27127,北区,,4760,1540,1843,***,122,25,78,***,69,98,238,747
人数【人】,2016年6月,27128,中央区,,7781,2559,2825,***,492,127,182,***,108,132,475,881
人数【人】,2016年6月,27140,堺市,,12851,4694,4251,***,787,333,1060,***,91,130,227,1278
人数【人】,2016年6月,27141,堺区,,3973,1017,1566,***,278,140,325,***,39,33,87,488
人数【人】,2016年6月,27142,中区,,1315,419,517,***,105,37,55,***,9,13,20,140
人数【人】,2016年6月,27143,東区,,616,144,243,***,47,20,72,***,8,14,9,59
人数【人】,2016年6月,27144,西区,,1573,430,631,***,97,87,139,***,8,20,39,122
人数【人】,2016年6月,27145,南区,,2717,1742,426,***,110,11,238,***,8,18,22,142
人数【人】,2016年6月,27146,北区,,1949,742,713,***,88,18,76,***,19,27,46,220
人数【人】,2016年6月,27147,美原区,,708,200,155,***,62,20,155,***,-,5,4,107
人数【人】,2016年6月,27202,岸和田市,,2029,345,960,***,128,90,128,***,39,28,27,284
人数【人】,2016年6月,27203,豊中市,,5071,1295,2052,***,182,55,201,***,89,138,147,912
人数【人】,2016年6月,27204,池田市,,1410,347,574,***,59,20,42,***,11,47,34,276
人数【人】,2016年6月,27205,吹田市,,4903,1698,1802,***,102,31,144,***,31,145,251,699
人数【人】,2016年6月,27206,泉大津市,,1227,151,725,***,91,49,60,***,6,7,19,119
人数【人】,2016年6月,27207,高槻市,,2960,929,1186,***,175,22,82,***,47,58,55,406
人数【人】,2016年6月,27208,貝塚市,,680,237,267,***,39,5,56,***,-,4,17,55
人数【人】,2016年6月,27209,守口市,,2386,548,1306,***,84,13,83,***,16,25,35,276
人数【人】,2016年6月,27210,枚方市,,3921,1478,1172,***,120,75,179,***,56,154,63,624
人数【人】,2016年6月,27211,茨木市,,2928,1085,910,***,134,33,125,***,43,74,42,482
人数【人】,2016年6月,27212,八尾市,,6932,1827,3075,***,204,34,1192,***,29,35,54,482
人数【人】,2016年6月,27213,泉佐野市,,1381,482,411,***,143,47,21,***,14,21,87,155
人数【人】,2016年6月,27214,富田林市,,1022,247,356,***,19,20,194,***,8,14,16,148
人数【人】,2016年6月,27215,寝屋川市,,2788,761,1221,***,176,57,119,***,45,30,41,338
人数【人】,2016年6月,27216,河内長野市,,504,74,218,***,44,26,28,***,3,13,19,79
人数【人】,2016年6月,27217,松原市,,1355,472,510,***,62,53,60,***,5,20,28,145
人数【人】,2016年6月,27218,大東市,,2802,1405,801,***,70,19,247,***,31,18,30,181
人数【人】,2016年6月,27219,和泉市,,2098,443,968,***,114,18,132,***,21,19,34,349
人数【人】,2016年6月,27220,箕面市,,2503,626,674,***,73,32,90,***,43,127,58,780
人数【人】,2016年6月,27221,柏原市,,1110,185,421,***,18,139,212,***,6,7,17,105
人数【人】,2016年6月,27222,羽曳野市,,850,153,432,***,42,33,49,***,20,12,16,93
人数【人】,2016年6月,27223,門真市,,2776,1316,825,***,141,16,205,***,21,20,18,214
人数【人】,2016年6月,27224,摂津市,,1214,339,541,***,47,13,131,***,1,18,11,113
人数【人】,2016年6月,27225,高石市,,506,165,185,***,35,16,39,***,4,6,6,50
人数【人】,2016年6月,27226,藤井寺市,,550,86,289,***,43,10,31,***,4,4,11,72
人数【人】,2016年6月,27227,東大阪市,,16994,3460,10479,***,423,147,907,***,55,109,185,1229
人数【人】,2016年6月,27228,泉南市,,589,98,175,***,64,14,45,***,16,3,9,165
人数【人】,2016年6月,27229,四條畷市,,511,128,250,***,7,4,27,***,8,8,9,70
人数【人】,2016年6月,27230,交野市,,451,142,178,***,19,13,15,***,-,18,4,62
人数【人】,2016年6月,27231,大阪狭山市,,328,99,129,***,25,3,17,***,2,6,3,44
人数【人】,2016年6月,27232,阪南市,,309,62,124,***,17,6,6,***,1,4,9,80
人数【人】,2016年6月,27301,島本町,,175,45,97,***,5,4,1,***,-,3,1,19
人数【人】,2016年6月,27321,豊能町,,87,9,49,***,5,1,-,***,-,5,3,15
人数【人】,2016年6月,27322,能勢町,,67,13,32,***,11,-,1,***,-,1,-,9
人数【人】,2016年6月,27341,忠岡町,,496,42,304,***,8,56,11,***,-,-,1,74
人数【人】,2016年6月,27361,熊取町,,189,56,62,***,7,3,18,***,1,6,1,35
人数【人】,2016年6月,27362,田尻町,,64,17,19,***,10,3,1,***,-,1,-,13
人数【人】,2016年6月,27366,岬町,,96,12,55,***,4,-,6,***,-,3,2,14
人数【人】,2016年6月,27381,太子町,,77,9,25,***,5,1,14,***,-,1,1,21
人数【人】,2016年6月,27382,河南町,,84,29,28,***,1,2,5,***,1,3,2,13
人数【人】,2016年6月,27383,千早赤阪村,,23,3,7,***,1,1,-,***,-,-,-,11
人数【人】,2016年6月,28100,神戸市,,45335,12930,17058,***,1136,373,4488,***,611,1209,1231,6299
人数【人】,2016年6月,28101,東灘区,,5317,1311,1379,***,246,209,445,***,189,309,116,1113
人数【人】,2016年6月,28102,灘区,,4513,1224,1538,***,114,18,356,***,75,264,110,814
人数【人】,2016年6月,28105,兵庫区,,5120,1791,1369,***,91,14,1242,***,92,35,86,400
人数【人】,2016年6月,28106,長田区,,7193,758,4480,***,86,12,1311,***,34,37,53,422
人数【人】,2016年6月,28107,須磨区,,3588,385,2503,***,72,13,138,***,14,68,56,339
人数【人】,2016年6月,28108,垂水区,,2632,778,1107,***,73,15,59,***,45,96,42,417
人数【人】,2016年6月,28109,北区,,2000,371,983,***,56,17,80,***,20,80,86,307
人数【人】,2016年6月,28110,中央区,,12452,5590,2688,***,259,43,683,***,127,268,640,2154
人数【人】,2016年6月,28111,西区,,2520,722,1011,***,139,32,174,***,15,52,42,333
人数【人】,2016年6月,28201,姫路市,,10381,1428,4591,***,436,126,2420,***,52,100,54,1174
人数【人】,2016年6月,28202,尼崎市,,11135,1572,6993,***,335,145,646,***,96,126,113,1109
人数【人】,2016年6月,28203,明石市,,3042,777,1128,***,163,130,212,***,31,58,50,493
人数【人】,2016年6月,28204,西宮市,,6389,1163,3264,***,164,139,156,***,98,267,113,1025
人数【人】,2016年6月,28205,洲本市,,228,43,45,***,43,6,38,***,1,10,4,38
人数【人】,2016年6月,28206,芦屋市,,1591,279,594,***,60,24,111,***,35,86,47,355
人数【人】,2016年6月,28207,伊丹市,,3122,559,1813,***,86,79,113,***,41,27,32,372
人数【人】,2016年6月,28208,相生市,,395,36,176,***,38,6,54,***,-,9,1,75
人数【人】,2016年6月,28209,豊岡市,,560,175,77,***,84,3,106,***,9,12,12,82
人数【人】,2016年6月,28210,加古川市,,2516,503,888,***,239,188,227,***,59,26,27,359
人数【人】,2016年6月,28212,赤穂市,,338,59,121,***,45,26,29,***,-,10,5,43
人数【人】,2016年6月,28213,西脇市,,414,73,175,***,40,7,39,***,8,8,3,61
人数【人】,2016年6月,28214,宝塚市,,2915,318,1779,***,117,138,17,***,24,92,60,370
人数【人】,2016年6月,28215,三木市,,1137,178,257,***,82,219,113,***,19,14,9,246
人数【人】,2016年6月,28216,高砂市,,1091,92,589,***,94,22,71,***,4,5,4,210
人数【人】,2016年6月,28217,川西市,,1235,180,716,***,26,19,43,***,27,42,9,173
人数【人】,2016年6月,28218,小野市,,572,50,118,***,78,122,88,***,6,8,16,86
人数【人】,2016年6月,28219,三田市,,1091,183,430,***,46,20,70,***,19,35,19,269
人数【人】,2016年6月,28220,加西市,,774,252,58,***,36,92,212,***,7,8,1,108
人数【人】,2016年6月,28221,篠山市,,523,70,79,***,62,151,87,***,7,11,3,53
人数【人】,2016年6月,28222,養父市,,105,35,6,***,27,-,20,***,-,3,1,13
人数【人】,2016年6月,28223,丹波市,,715,276,66,***,84,95,120,***,-,11,-,63
人数【人】,2016年6月,28224,南あわじ市,,299,100,36,***,35,15,61,***,2,9,5,36
人数【人】,2016年6月,28225,朝来市,,225,75,13,***,40,26,33,***,2,8,1,27
人数【人】,2016年6月,28226,淡路市,,228,36,48,***,45,-,43,***,4,7,3,42
人数【人】,2016年6月,28227,宍粟市,,168,48,21,***,31,2,23,***,1,10,2,30
人数【人】,2016年6月,28228,加東市,,737,126,53,***,34,32,347,***,8,5,10,122
人数【人】,2016年6月,28229,たつの市,,409,87,87,***,20,14,75,***,3,11,5,107
人数【人】,2016年6月,28301,猪名川町,,153,13,74,***,8,4,23,***,-,5,2,24
人数【人】,2016年6月,28365,多可町,,176,75,14,***,40,5,36,***,-,2,1,3
人数【人】,2016年6月,28381,稲美町,,345,47,47,***,55,10,89,***,1,-,6,90
人数【人】,2016年6月,28382,播磨町,,400,92,110,***,57,43,56,***,-,6,2,34
人数【人】,2016年6月,28442,市川町,,95,43,4,***,6,4,14,***,-,2,-,22
人数【人】,2016年6月,28443,福崎町,,414,249,18,***,6,3,101,***,3,4,-,30
人数【人】,2016年6月,28446,神河町,,36,7,4,***,4,4,3,***,5,3,1,5
人数【人】,2016年6月,28464,太子町,,219,22,80,***,15,9,42,***,2,-,1,48
人数【人】,2016年6月,28481,上郡町,,109,12,31,***,29,1,26,***,-,1,-,9
人数【人】,2016年6月,28501,佐用町,,108,37,14,***,2,2,19,***,-,3,6,25
人数【人】,2016年6月,28585,香美町,,117,43,13,***,21,-,18,***,-,3,-,19
人数【人】,2016年6月,28586,新温泉町,,96,40,8,***,2,-,5,***,-,3,-,38
人数【人】,2016年6月,29201,奈良市,,2993,897,942,***,199,42,118,***,48,110,83,554
人数【人】,2016年6月,29202,大和高田市,,542,120,204,***,72,11,52,***,5,11,18,49
人数【人】,2016年6月,29203,大和郡山市,,694,244,187,***,36,67,39,***,9,10,15,87
人数【人】,2016年6月,29204,天理市,,905,211,228,***,43,76,64,***,19,44,57,163
人数【人】,2016年6月,29205,橿原市,,994,281,299,***,78,32,39,***,24,15,23,203
人数【人】,2016年6月,29206,桜井市,,591,128,343,***,21,7,25,***,-,7,10,50
人数【人】,2016年6月,29207,五條市,,250,83,46,***,26,8,45,***,4,4,5,29
人数【人】,2016年6月,29208,御所市,,234,105,32,***,9,2,34,***,2,1,12,37
人数【人】,2016年6月,29209,生駒市,,1097,209,319,***,37,19,51,***,16,90,17,339
人数【人】,2016年6月,29210,香芝市,,501,100,250,***,21,12,16,***,12,9,11,70
人数【人】,2016年6月,29211,葛城市,,287,59,103,***,16,3,70,***,2,3,5,26
人数【人】,2016年6月,29212,宇陀市,,173,42,61,***,13,12,14,***,2,11,4,14
人数【人】,2016年6月,29322,山添村,,21,2,-,***,-,-,16,***,-,1,-,2
人数【人】,2016年6月,29342,平群町,,94,24,29,***,4,-,6,***,-,12,2,17
人数【人】,2016年6月,29343,三郷町,,170,58,50,***,2,5,10,***,1,7,-,37
人数【人】,2016年6月,29344,斑鳩町,,153,23,35,***,7,17,7,***,7,1,-,56
人数【人】,2016年6月,29345,安堵町,,112,36,20,***,3,13,23,***,-,1,2,14
人数【人】,2016年6月,29361,川西町,,155,78,15,***,4,6,15,***,-,1,1,35
人数【人】,2016年6月,29362,三宅町,,51,25,2,***,1,-,17,***,-,-,3,3
人数【人】,2016年6月,29363,田原本町,,192,70,34,***,9,8,22,***,7,4,2,36
人数【人】,2016年6月,29385,曽爾村,,15,-,11,***,-,-,2,***,-,2,-,-
人数【人】,2016年6月,29386,御杖村,,4,-,1,***,-,-,-,***,-,1,1,1
人数【人】,2016年6月,29401,高取町,,16,4,3,***,6,-,-,***,-,-,1,2
人数【人】,2016年6月,29402,明日香村,,26,10,7,***,3,1,-,***,-,1,-,4
人数【人】,2016年6月,29424,上牧町,,143,15,75,***,15,4,9,***,5,1,5,14
人数【人】,2016年6月,29425,王寺町,,192,47,48,***,5,-,11,***,6,6,22,47
人数【人】,2016年6月,29426,広陵町,,205,63,80,***,8,4,10,***,-,2,6,32
人数【人】,2016年6月,29427,河合町,,93,21,51,***,9,4,-,***,-,1,1,6
人数【人】,2016年6月,29441,吉野町,,73,6,3,***,2,29,-,***,1,2,-,30
人数【人】,2016年6月,29442,大淀町,,210,21,115,***,7,5,15,***,-,5,-,42
人数【人】,2016年6月,29443,下市町,,27,-,4,***,2,5,10,***,-,3,1,2
人数【人】,2016年6月,29444,黒滝村,,3,1,1,***,-,-,-,***,-,1,-,-
人数【人】,2016年6月,29446,天川村,,2,-,1,***,-,-,-,***,-,-,-,1
人数【人】,2016年6月,29447,野迫川村,,-,-,-,***,-,-,-,***,-,-,-,-
人数【人】,2016年6月,29449,十津川村,,10,-,1,***,1,-,-,***,-,3,-,5
人数【人】,2016年6月,29450,下北山村,,7,-,-,***,-,1,1,***,-,1,3,1
人数【人】,2016年6月,29451,上北山村,,1,-,-,***,-,-,-,***,-,-,-,1
人数【人】,2016年6月,29452,川上村,,5,-,1,***,1,-,-,***,-,2,-,1
人数【人】,2016年6月,29453,東吉野村,,13,3,4,***,-,-,5,***,-,1,-,-
人数【人】,2016年6月,30201,和歌山市,,3362,796,1360,***,266,27,102,***,26,66,46,673
人数【人】,2016年6月,30202,海南市,,187,65,67,***,3,2,6,***,-,5,1,38
人数【人】,2016年6月,30203,橋本市,,262,73,108,***,24,-,7,***,-,11,5,34
人数【人】,2016年6月,30204,有田市,,138,14,66,***,23,1,10,***,-,5,-,19
人数【人】,2016年6月,30205,御坊市,,203,35,39,***,55,8,19,***,2,4,8,33
人数【人】,2016年6月,30206,田辺市,,271,39,48,***,110,1,7,***,-,16,14,36
人数【人】,2016年6月,30207,新宮市,,197,6,59,***,67,3,4,***,5,8,1,44
人数【人】,2016年6月,30208,紀の川市,,297,57,81,***,24,20,53,***,-,4,2,56
人数【人】,2016年6月,30209,岩出市,,312,46,124,***,22,3,17,***,-,5,5,90
人数【人】,2016年6月,30304,紀美野町,,21,9,2,***,8,-,-,***,-,-,-,2
人数【人】,2016年6月,30341,かつらぎ町,,78,8,33,***,9,1,7,***,-,1,-,19
人数【人】,2016年6月,30343,九度山町,,7,1,2,***,2,-,-,***,-,1,1,-
人数【人】,2016年6月,30344,高野町,,23,6,2,***,1,-,-,***,-,4,2,8
人数【人】,2016年6月,30361,湯浅町,,46,8,9,***,6,5,10,***,-,1,2,5
人数【人】,2016年6月,30362,広川町,,27,6,3,***,5,2,-,***,2,-,1,8
人数【人】,2016年6月,30366,有田川町,,74,20,12,***,4,-,17,***,4,3,1,13
人数【人】,2016年6月,30381,美浜町,,31,6,13,***,2,-,-,***,-,-,1,9
人数【人】,2016年6月,30382,日高町,,16,3,5,***,1,2,1,***,-,1,1,2
人数【人】,2016年6月,30383,由良町,,42,2,7,***,-,3,12,***,-,-,-,18
人数【人】,2016年6月,30390,印南町,,25,13,3,***,2,1,4,***,-,-,1,1
人数【人】,2016年6月,30391,みなべ町,,77,37,10,***,8,-,10,***,-,2,6,4
人数【人】,2016年6月,30392,日高川町,,39,8,7,***,2,-,-,***,-,-,-,22
人数【人】,2016年6月,30401,白浜町,,129,48,27,***,22,2,-,***,-,7,9,14
人数【人】,2016年6月,30404,上富田町,,53,9,20,***,6,1,-,***,5,3,2,7
人数【人】,2016年6月,30406,すさみ町,,22,7,1,***,9,-,2,***,-,1,-,2
人数【人】,2016年6月,30421,那智勝浦町,,142,28,40,***,31,-,8,***,-,3,2,30
人数【人】,2016年6月,30422,太地町,,10,2,-,***,2,-,1,***,-,2,-,3
人数【人】,2016年6月,30424,古座川町,,9,2,4,***,-,-,-,***,-,1,-,2
人数【人】,2016年6月,30427,北山村,,-,-,-,***,-,-,-,***,-,-,-,-
人数【人】,2016年6月,30428,串本町,,62,12,17,***,11,1,15,***,-,4,1,1
人数【人】,2016年6月,31201,鳥取市,,1234,430,299,***,115,6,85,***,5,27,25,242
人数【人】,2016年6月,31202,米子市,,1214,182,376,***,184,10,129,***,13,24,4,292
人数【人】,2016年6月,31203,倉吉市,,260,68,53,***,58,1,33,***,1,8,4,34
人数【人】,2016年6月,31204,境港市,,427,108,80,***,45,3,106,***,-,3,2,80
人数【人】,2016年6月,31302,岩美町,,91,54,2,***,4,-,3,***,-,-,1,27
人数【人】,2016年6月,31325,若桜町,,42,11,1,***,-,-,17,***,-,3,1,9
人数【人】,2016年6月,31328,智頭町,,46,26,6,***,5,-,3,***,-,-,-,6
人数【人】,2016年6月,31329,八頭町,,52,12,9,***,16,-,7,***,-,1,1,6
人数【人】,2016年6月,31364,三朝町,,58,22,4,***,7,-,2,***,-,1,-,22
人数【人】,2016年6月,31370,湯梨浜町,,83,36,8,***,19,-,6,***,-,4,1,9
人数【人】,2016年6月,31371,琴浦町,,114,18,31,***,10,1,39,***,1,2,6,6
人数【人】,2016年6月,31372,北栄町,,98,40,8,***,22,1,18,***,-,2,2,5
人数【人】,2016年6月,31384,日吉津村,,30,1,20,***,4,-,-,***,-,-,-,5
人数【人】,2016年6月,31386,大山町,,72,5,16,***,16,-,26,***,-,2,-,7
人数【人】,2016年6月,31389,南部町,,52,31,4,***,1,-,8,***,-,1,-,7
人数【人】,2016年6月,31390,伯耆町,,66,13,11,***,6,1,19,***,-,2,-,14
人数【人】,2016年6月,31401,日南町,,20,4,2,***,3,-,8,***,-,2,-,1
人数【人】,2016年6月,31402,日野町,,15,3,1,***,4,-,7,***,-,-,-,-
人数【人】,2016年6月,31403,江府町,,11,6,-,***,2,-,-,***,-,1,-,2
人数【人】,2016年6月,32201,松江市,,1222,371,188,***,245,16,79,***,17,42,10,254
人数【人】,2016年6月,32202,浜田市,,637,228,98,***,98,23,74,***,-,16,7,93
人数【人】,2016年6月,32203,出雲市,,3227,355,141,***,192,2209,103,***,-,16,-,211
人数【人】,2016年6月,32204,益田市,,345,109,90,***,73,5,39,***,-,9,5,15
人数【人】,2016年6月,32205,大田市,,343,33,26,***,48,186,17,***,-,4,-,29
人数【人】,2016年6月,32206,安来市,,162,82,23,***,34,-,7,***,-,3,2,11
人数【人】,2016年6月,32207,江津市,,272,162,36,***,27,13,22,***,-,4,-,8
人数【人】,2016年6月,32209,雲南市,,207,69,26,***,36,1,45,***,-,11,-,19
人数【人】,2016年6月,32343,奥出雲町,,77,22,3,***,22,-,16,***,-,3,-,11
人数【人】,2016年6月,32386,飯南町,,27,7,4,***,5,-,1,***,-,2,-,8
人数【人】,2016年6月,32441,川本町,,14,1,4,***,-,-,6,***,-,2,-,1
人数【人】,2016年6月,32448,美郷町,,14,2,6,***,3,-,-,***,-,1,-,2
人数【人】,2016年6月,32449,邑南町,,83,44,7,***,11,1,2,***,1,3,-,14
人数【人】,2016年6月,32501,津和野町,,50,21,6,***,10,-,9,***,-,1,-,3
人数【人】,2016年6月,32505,吉賀町,,129,98,5,***,12,1,7,***,-,2,2,2
人数【人】,2016年6月,32525,海士町,,10,-,3,***,2,-,-,***,-,1,-,4
人数【人】,2016年6月,32526,西ノ島町,,9,1,3,***,2,-,-,***,-,1,1,1
人数【人】,2016年6月,32527,知夫村,,2,-,1,***,-,-,-,***,-,1,-,-
人数【人】,2016年6月,32528,隠岐の島町,,72,2,8,***,45,-,-,***,-,3,-,14
人数【人】,2016年6月,33100,岡山市,,10882,4210,2534,***,598,290,1423,***,115,189,109,1414
人数【人】,2016年6月,33101,北区,,6357,2679,1277,***,289,124,772,***,74,142,73,927
人数【人】,2016年6月,33102,中区,,1653,728,417,***,117,19,133,***,20,26,17,176
人数【人】,2016年6月,33103,東区,,923,287,136,***,57,124,204,***,4,8,7,96
人数【人】,2016年6月,33104,南区,,1949,516,704,***,135,23,314,***,17,13,12,215
人数【人】,2016年6月,33202,倉敷市,,5455,1562,1803,***,520,126,626,***,86,60,26,646
人数【人】,2016年6月,33203,津山市,,778,214,139,***,111,35,127,***,1,16,8,127
人数【人】,2016年6月,33204,玉野市,,489,148,44,***,81,50,67,***,-,7,3,89
人数【人】,2016年6月,33205,笠岡市,,384,180,20,***,30,3,69,***,3,8,-,71
人数【人】,2016年6月,33207,井原市,,500,270,6,***,23,5,107,***,-,2,2,85
人数【人】,2016年6月,33208,総社市,,896,184,43,***,70,238,255,***,7,5,3,91
人数【人】,2016年6月,33209,高梁市,,648,301,70,***,23,41,34,***,1,5,3,170
人数【人】,2016年6月,33210,新見市,,203,56,39,***,40,1,20,***,-,8,12,27
人数【人】,2016年6月,33211,備前市,,412,104,94,***,52,10,94,***,-,6,4,48
人数【人】,2016年6月,33212,瀬戸内市,,419,91,84,***,17,2,155,***,3,7,-,60
人数【人】,2016年6月,33213,赤磐市,,279,107,42,***,20,8,55,***,-,10,-,37
人数【人】,2016年6月,33214,真庭市,,224,67,36,***,20,2,59,***,1,10,1,28
人数【人】,2016年6月,33215,美作市,,216,69,20,***,14,3,77,***,-,3,1,29
人数【人】,2016年6月,33216,浅口市,,142,57,17,***,20,1,20,***,-,1,-,26
人数【人】,2016年6月,33346,和気町,,135,20,22,***,12,5,29,***,-,3,2,42
人数【人】,2016年6月,33423,早島町,,29,6,6,***,9,-,3,***,-,-,-,5
人数【人】,2016年6月,33445,里庄町,,122,54,5,***,37,1,17,***,-,1,-,7
人数【人】,2016年6月,33461,矢掛町,,228,48,2,***,14,50,87,***,-,5,2,20
人数【人】,2016年6月,33586,新庄村,,6,5,-,***,-,-,-,***,-,-,-,1
人数【人】,2016年6月,33606,鏡野町,,93,65,10,***,3,3,7,***,-,1,-,4
人数【人】,2016年6月,33622,勝央町,,27,10,2,***,5,-,3,***,-,1,-,6
人数【人】,2016年6月,33623,奈義町,,15,8,4,***,2,-,1,***,-,-,-,-
人数【人】,2016年6月,33643,西粟倉村,,11,6,1,***,-,-,-,***,-,1,-,3
人数【人】,2016年6月,33663,久米南町,,28,5,3,***,1,-,16,***,-,-,1,2
人数【人】,2016年6月,33666,美咲町,,81,30,10,***,11,-,15,***,-,-,-,15
人数【人】,2016年6月,33681,吉備中央町,,254,40,3,***,23,43,114,***,-,1,-,30
人数【人】,2016年6月,34100,広島市,,17050,5119,5116,***,1826,461,1488,***,100,477,113,2350
人数【人】,2016年6月,34101,中区,,3872,1511,945,***,507,60,154,***,55,152,18,470
人数【人】,2016年6月,34102,東区,,1757,340,698,***,161,40,124,***,1,53,8,332
人数【人】,2016年6月,34103,南区,,2039,445,616,***,259,39,158,***,24,67,35,396
人数【人】,2016年6月,34104,西区,,3780,1383,1240,***,244,28,437,***,1,62,18,367
人数【人】,2016年6月,34105,安佐南区,,1859,460,597,***,214,16,207,***,14,63,20,268
人数【人】,2016年6月,34106,安佐北区,,1592,540,410,***,208,21,198,***,-,31,8,176
人数【人】,2016年6月,34107,安芸区,,1221,245,284,***,115,247,125,***,4,17,2,182
人数【人】,2016年6月,34108,佐伯区,,930,195,326,***,118,10,85,***,1,32,4,159
人数【人】,2016年6月,34202,呉市,,3018,604,336,***,785,444,474,***,8,40,4,323
人数【人】,2016年6月,34203,竹原市,,188,20,13,***,90,9,20,***,-,5,1,30
人数【人】,2016年6月,34204,三原市,,1941,655,93,***,328,119,263,***,7,17,14,445
人数【人】,2016年6月,34205,尾道市,,2294,393,130,***,760,65,320,***,-,16,20,590
人数【人】,2016年6月,34207,福山市,,7745,2685,799,***,1287,425,1750,***,36,58,36,669
人数【人】,2016年6月,34208,府中市,,435,180,22,***,93,2,71,***,-,4,1,62
人数【人】,2016年6月,34209,三次市,,501,114,83,***,155,39,37,***,-,16,3,54
人数【人】,2016年6月,34210,庄原市,,337,63,44,***,93,6,92,***,-,6,-,33
人数【人】,2016年6月,34211,大竹市,,286,123,65,***,30,2,18,***,1,5,-,42
人数【人】,2016年6月,34212,東広島市,,5589,2651,458,***,315,233,516,***,37,56,82,1241
人数【人】,2016年6月,34213,廿日市市,,1088,304,179,***,212,32,198,***,9,38,18,98
人数【人】,2016年6月,34214,安芸高田市,,597,221,49,***,39,83,94,***,-,4,1,106
人数【人】,2016年6月,34215,江田島市,,696,174,15,***,200,10,151,***,-,9,2,135
人数【人】,2016年6月,34302,府中町,,638,68,324,***,42,12,100,***,3,11,1,77
人数【人】,2016年6月,34304,海田町,,785,102,98,***,58,272,71,***,-,5,2,177
人数【人】,2016年6月,34307,熊野町,,168,33,26,***,49,14,34,***,-,1,-,11
人数【人】,2016年6月,34309,坂町,,125,41,15,***,21,12,22,***,-,2,1,11
人数【人】,2016年6月,34368,安芸太田町,,26,2,4,***,7,1,5,***,-,2,-,5
人数【人】,2016年6月,34369,北広島町,,372,77,23,***,19,26,141,***,-,3,-,83
人数【人】,2016年6月,34431,大崎上島町,,109,35,5,***,35,3,21,***,-,1,1,8
人数【人】,2016年6月,34462,世羅町,,298,91,26,***,100,2,66,***,-,3,-,10
人数【人】,2016年6月,34545,神石高原町,,79,26,8,***,20,-,17,***,-,1,2,5
人数【人】,2016年6月,35201,下関市,,4125,647,2291,***,111,2,413,***,64,36,14,547
人数【人】,2016年6月,35202,宇部市,,1909,302,1037,***,106,1,55,***,33,20,7,348
人数【人】,2016年6月,35203,山口市,,1311,403,269,***,116,18,126,***,20,53,35,271
人数【人】,2016年6月,35204,萩市,,395,130,81,***,44,-,88,***,15,3,3,31
